fc_oper;channel;amount;operations_number;category_name
190605;Online;2198.77;14;Tabaco, Alcohol y Otros
190606;Online;20876.80;1861;Contenidos digitales y media
190606;Offline;1894464.80;10026;Mantenimiento y Reparaciones Auto
190606;Offline;51294.36;2784;Gaming
190606;Offline;3424600.68;162200;Restaurantes y Cafeterías
190606;Offline;40998.70;4070;Contenidos digitales y media
190606;Online;100541.76;834;Mantenimiento y Reparaciones Auto
190606;Online;720513.50;3226;Alojamiento
190606;Offline;444681.14;20893;Tabaco, Alcohol y Otros
190606;Online;44173.79;881;Combustible y Recarga
190606;Online;1671994.84;41735;Supermercados y Pequeño Comercio
190606;Offline;1143003.70;9787;Alojamiento
190606;Offline;949714.04;37154;Farmacias, Ópticas y Ortopedias
190606;Offline;3139716.26;88190;Combustible y Recarga
190606;Online;27247.01;777;Restaurantes y Cafeterías
190606;Online;21442.66;1414;Gaming
190606;Offline;9612705.46;341090;Supermercados y Pequeño Comercio
190606;Offline;1011576.08;24123;Peluquería y Barbería
190606;Online;1084.42;19;Tabaco, Alcohol y Otros
190606;Online;3013.67;78;Bar y Discotecas
190606;Online;54907.16;862;Farmacias, Ópticas y Ortopedias
190606;Online;96193.66;862;Bricolaje y Jardinería
190606;Online;15606.44;194;Peluquería y Barbería
190606;Offline;74057.76;2811;Bar y Discotecas
190606;Offline;1443099.62;22299;Bricolaje y Jardinería
190607;Offline;37559.41;3594;Contenidos digitales y media
190607;Online;75284.95;662;Mantenimiento y Reparaciones Auto
190607;Offline;1381315.37;11448;Alojamiento
190607;Online;85773.15;735;Bricolaje y Jardinería
190607;Online;19985.28;1971;Contenidos digitales y media
190607;Offline;2282319.80;11493;Mantenimiento y Reparaciones Auto
190607;Offline;68079.64;3445;Gaming
190607;Online;2814.04;54;Bar y Discotecas
190607;Offline;3602759.27;100697;Combustible y Recarga
190607;Online;1173935.60;29206;Supermercados y Pequeño Comercio
190607;Online;751264.32;3164;Alojamiento
190607;Online;42055.84;703;Farmacias, Ópticas y Ortopedias
190607;Online;47905.98;990;Combustible y Recarga
190607;Offline;1561739.78;24115;Bricolaje y Jardinería
190607;Online;25392.56;1478;Gaming
190607;Offline;12115613.93;386529;Supermercados y Pequeño Comercio
190607;Online;9111.54;146;Peluquería y Barbería
190607;Offline;109284.79;4622;Bar y Discotecas
190607;Online;2254.26;19;Tabaco, Alcohol y Otros
190607;Offline;939834.75;37241;Farmacias, Ópticas y Ortopedias
190607;Online;32564.63;866;Restaurantes y Cafeterías
190607;Offline;1172444.64;28828;Peluquería y Barbería
190607;Offline;501728.62;23429;Tabaco, Alcohol y Otros
190607;Offline;4592739.44;193256;Restaurantes y Cafeterías
190608;Offline;35898.00;3594;Contenidos digitales y media
190608;Offline;543681.07;4333;Mantenimiento y Reparaciones Auto
190608;Online;24973.76;1463;Gaming
190608;Online;21358.45;665;Restaurantes y Cafeterías
190608;Online;19716.66;2102;Contenidos digitales y media
190608;Online;38735.38;414;Mantenimiento y Reparaciones Auto
190608;Online;460536.72;2341;Alojamiento
190608;Offline;390470.75;17998;Tabaco, Alcohol y Otros
190608;Offline;2890178.69;86245;Combustible y Recarga
190608;Online;779830.17;22234;Supermercados y Pequeño Comercio
190608;Offline;84587.80;3998;Gaming
190608;Online;7349.15;94;Peluquería y Barbería
190608;Online;27017.07;679;Combustible y Recarga
190608;Offline;6279617.23;186488;Restaurantes y Cafeterías
190608;Offline;1333259.84;12442;Alojamiento
190608;Offline;15161986.22;444053;Supermercados y Pequeño Comercio
190608;Online;27688.19;459;Farmacias, Ópticas y Ortopedias
190608;Online;1631.34;4;Tabaco, Alcohol y Otros
190608;Online;66915.07;674;Bricolaje y Jardinería
190608;Offline;676776.94;28049;Farmacias, Ópticas y Ortopedias
190608;Online;3080.28;78;Bar y Discotecas
190608;Offline;731083.40;18727;Peluquería y Barbería
190608;Offline;1573402.27;27208;Bricolaje y Jardinería
190608;Offline;222606.30;11043;Bar y Discotecas
190609;Offline;36246.48;3820;Contenidos digitales y media
190609;Online;35327.61;432;Mantenimiento y Reparaciones Auto
190609;Online;548753.55;2607;Alojamiento
190609;Online;39169.05;363;Bricolaje y Jardinería
190609;Online;21378.69;2091;Contenidos digitales y media
190609;Offline;26625.73;397;Mantenimiento y Reparaciones Auto
190609;Offline;45918.90;2940;Gaming
190609;Offline;218079.60;4649;Bricolaje y Jardinería
190609;Online;23794.97;612;Combustible y Recarga
190609;Online;672374.15;20237;Supermercados y Pequeño Comercio
190609;Offline;1484706.97;13259;Alojamiento
190609;Offline;192486.34;9955;Farmacias, Ópticas y Ortopedias
190609;Offline;2332020.71;72208;Combustible y Recarga
190609;Online;2027.42;57;Bar y Discotecas
190609;Online;28504.26;1696;Gaming
190609;Offline;2084820.32;103134;Supermercados y Pequeño Comercio
190609;Offline;37578.57;957;Peluquería y Barbería
190609;Offline;280015.37;15391;Bar y Discotecas
190609;Offline;85078.98;4575;Tabaco, Alcohol y Otros
190609;Online;41102.33;672;Farmacias, Ópticas y Ortopedias
190609;Online;625.12;13;Tabaco, Alcohol y Otros
190609;Online;4946.49;108;Peluquería y Barbería
190609;Online;18286.81;675;Restaurantes y Cafeterías
190609;Offline;5469412.46;156541;Restaurantes y Cafeterías
190610;Online;22995.77;2047;Contenidos digitales y media
190610;Offline;1295060.31;7825;Mantenimiento y Reparaciones Auto
190610;Online;25623.65;1586;Gaming
190610;Offline;3074871.86;128233;Restaurantes y Cafeterías
190610;Offline;40199.07;4609;Contenidos digitales y media
190610;Online;100340.04;898;Mantenimiento y Reparaciones Auto
190610;Online;711029.97;3207;Alojamiento
190610;Offline;418149.06;19262;Tabaco, Alcohol y Otros
190610;Online;35117.78;699;Combustible y Recarga
190610;Offline;8853885.03;319347;Supermercados y Pequeño Comercio
190610;Offline;1446234.82;10690;Alojamiento
190610;Offline;791102.33;32746;Farmacias, Ópticas y Ortopedias
190610;Offline;3166066.53;89074;Combustible y Recarga
190610;Online;684.69;16;Tabaco, Alcohol y Otros
190610;Offline;56731.88;2993;Gaming
190610;Online;1462581.00;38271;Supermercados y Pequeño Comercio
190610;Online;12848.35;207;Peluquería y Barbería
190610;Online;27064.16;668;Restaurantes y Cafeterías
190610;Offline;89818.05;3685;Bar y Discotecas
190610;Offline;439859.10;10141;Peluquería y Barbería
190610;Online;4652.86;76;Bar y Discotecas
190610;Online;60745.00;954;Farmacias, Ópticas y Ortopedias
190610;Online;100239.56;929;Bricolaje y Jardinería
190610;Offline;1436971.75;22867;Bricolaje y Jardinería
190611;Online;18941.43;1855;Contenidos digitales y media
190611;Online;113552.54;981;Mantenimiento y Reparaciones Auto
190611;Online;28195.24;1455;Gaming
190611;Offline;1393063.59;21152;Bricolaje y Jardinería
190611;Offline;39179.16;4388;Contenidos digitales y media
190611;Offline;1552908.01;8718;Mantenimiento y Reparaciones Auto
190611;Offline;53455.05;2390;Gaming
190611;Online;107792.79;948;Bricolaje y Jardinería
190611;Online;38398.53;739;Combustible y Recarga
190611;Online;1878310.98;46693;Supermercados y Pequeño Comercio
190611;Offline;955782.36;8071;Alojamiento
190611;Online;13871.72;190;Peluquería y Barbería
190611;Offline;3006733.66;82806;Combustible y Recarga
190611;Offline;56243.91;1850;Bar y Discotecas
190611;Online;763721.89;3294;Alojamiento
190611;Offline;9675571.05;344223;Supermercados y Pequeño Comercio
190611;Offline;789329.93;18004;Peluquería y Barbería
190611;Online;3432.22;70;Bar y Discotecas
190611;Offline;446579.79;21744;Tabaco, Alcohol y Otros
190611;Online;64050.04;1043;Farmacias, Ópticas y Ortopedias
190611;Offline;2709958.97;134463;Restaurantes y Cafeterías
190611;Offline;886865.85;35112;Farmacias, Ópticas y Ortopedias
190611;Online;25987.73;769;Restaurantes y Cafeterías
190611;Online;2139.25;31;Tabaco, Alcohol y Otros
190612;Online;19491.67;1642;Contenidos digitales y media
190612;Offline;1814192.34;9827;Mantenimiento y Reparaciones Auto
190612;Online;713533.14;3252;Alojamiento
190612;Online;1533.66;24;Tabaco, Alcohol y Otros
190612;Offline;29447.94;2614;Contenidos digitales y media
190612;Online;95342.76;834;Mantenimiento y Reparaciones Auto
190612;Online;25199.54;1432;Gaming
190612;Online;20655.11;707;Restaurantes y Cafeterías
190612;Offline;2985838.55;84833;Combustible y Recarga
190612;Online;1697994.79;43396;Supermercados y Pequeño Comercio
190612;Offline;978848.37;9182;Alojamiento
190612;Offline;901774.07;20971;Peluquería y Barbería
190612;Online;31543.64;683;Combustible y Recarga
190612;Offline;409353.58;20425;Tabaco, Alcohol y Otros
190612;Offline;61497.02;2437;Gaming
190612;Offline;9236669.33;339731;Supermercados y Pequeño Comercio
190612;Offline;931774.00;37117;Farmacias, Ópticas y Ortopedias
190612;Offline;3125467.51;151347;Restaurantes y Cafeterías
190612;Online;100158.72;842;Bricolaje y Jardinería
190612;Online;54566.53;915;Farmacias, Ópticas y Ortopedias
190612;Online;4971.80;83;Bar y Discotecas
190612;Online;15184.84;203;Peluquería y Barbería
190612;Offline;1452527.98;22721;Bricolaje y Jardinería
190612;Offline;66760.23;2172;Bar y Discotecas
190613;Offline;28395.42;2660;Contenidos digitales y media
190613;Offline;1854449.47;9835;Mantenimiento y Reparaciones Auto
190613;Offline;49610.87;2508;Gaming
190613;Online;91716.39;790;Bricolaje y Jardinería
190613;Online;20585.05;1850;Contenidos digitales y media
190613;Online;86112.22;758;Mantenimiento y Reparaciones Auto
190613;Offline;1074560.16;9637;Alojamiento
190613;Offline;72802.57;2736;Bar y Discotecas
190613;Online;31513.38;708;Combustible y Recarga
190613;Online;1624140.79;40921;Supermercados y Pequeño Comercio
190613;Online;24737.43;1396;Gaming
190613;Offline;885583.98;35482;Farmacias, Ópticas y Ortopedias
190613;Offline;3050017.01;86955;Combustible y Recarga
190613;Offline;1459937.80;22328;Bricolaje y Jardinería
190613;Online;679329.63;3119;Alojamiento
190613;Offline;9277489.66;336723;Supermercados y Pequeño Comercio
190613;Online;47656.49;796;Farmacias, Ópticas y Ortopedias
190613;Online;3703.45;99;Bar y Discotecas
190613;Offline;3556839.26;163590;Restaurantes y Cafeterías
190613;Online;14722.26;166;Peluquería y Barbería
190613;Online;25604.57;815;Restaurantes y Cafeterías
190613;Offline;1000358.59;23592;Peluquería y Barbería
190613;Online;2028.02;18;Tabaco, Alcohol y Otros
190613;Offline;420076.74;20406;Tabaco, Alcohol y Otros
190614;Offline;32927.50;3227;Contenidos digitales y media
190614;Offline;2187599.39;11101;Mantenimiento y Reparaciones Auto
190614;Online;733604.11;3055;Alojamiento
190614;Online;1286.37;11;Tabaco, Alcohol y Otros
190614;Online;20490.63;1958;Contenidos digitales y media
190614;Online;77870.80;630;Mantenimiento y Reparaciones Auto
190614;Offline;63335.64;2784;Gaming
190614;Offline;476656.91;23096;Tabaco, Alcohol y Otros
190614;Offline;3454168.17;98174;Combustible y Recarga
190614;Online;1188520.33;29868;Supermercados y Pequeño Comercio
190614;Offline;1356953.95;11022;Alojamiento
190614;Online;41256.61;658;Farmacias, Ópticas y Ortopedias
190614;Online;47904.32;925;Combustible y Recarga
190614;Online;37916.60;812;Restaurantes y Cafeterías
190614;Online;25473.94;1460;Gaming
190614;Offline;11752407.23;379421;Supermercados y Pequeño Comercio
190614;Offline;864737.00;35306;Farmacias, Ópticas y Ortopedias
190614;Offline;4583229.81;190421;Restaurantes y Cafeterías
190614;Online;85352.39;742;Bricolaje y Jardinería
190614;Offline;1118703.36;27830;Peluquería y Barbería
190614;Online;2819.05;72;Bar y Discotecas
190614;Online;11989.71;149;Peluquería y Barbería
190614;Offline;117031.40;5070;Bar y Discotecas
190614;Offline;1485445.09;23293;Bricolaje y Jardinería
190615;Offline;27575.14;2495;Contenidos digitales y media
190615;Offline;489660.56;4205;Mantenimiento y Reparaciones Auto
190615;Offline;68813.97;3218;Gaming
190615;Online;64777.16;680;Bricolaje y Jardinería
190615;Online;20584.09;2144;Contenidos digitales y media
190615;Online;32938.87;378;Mantenimiento y Reparaciones Auto
190615;Online;23092.08;1409;Gaming
190615;Online;2346.43;61;Bar y Discotecas
190615;Offline;2796358.35;84991;Combustible y Recarga
190615;Online;780343.40;21983;Supermercados y Pequeño Comercio
190615;Offline;1190936.11;11264;Alojamiento
190615;Offline;639816.13;26601;Farmacias, Ópticas y Ortopedias
190615;Online;25601.92;657;Combustible y Recarga
190615;Offline;1483314.39;25895;Bricolaje y Jardinería
190615;Online;475131.12;2252;Alojamiento
190615;Offline;14140259.81;436164;Supermercados y Pequeño Comercio
190615;Offline;721391.17;18223;Peluquería y Barbería
190615;Offline;238335.44;11598;Bar y Discotecas
190615;Offline;6187914.08;184861;Restaurantes y Cafeterías
190615;Online;6564.40;84;Peluquería y Barbería
190615;Online;361.09;4;Tabaco, Alcohol y Otros
190615;Online;23198.56;405;Farmacias, Ópticas y Ortopedias
190615;Online;20190.64;629;Restaurantes y Cafeterías
190615;Offline;385518.29;17713;Tabaco, Alcohol y Otros
190616;Online;21911.37;2206;Contenidos digitales y media
190616;Online;39958.09;439;Mantenimiento y Reparaciones Auto
190616;Online;534424.93;2538;Alojamiento
190616;Online;322.48;8;Tabaco, Alcohol y Otros
190616;Offline;29043.25;2625;Contenidos digitales y media
190616;Offline;40843.59;522;Mantenimiento y Reparaciones Auto
190616;Offline;45936.42;2646;Gaming
190616;Offline;5244315.91;154291;Restaurantes y Cafeterías
190616;Offline;2402881.55;75380;Combustible y Recarga
190616;Online;786725.76;23730;Supermercados y Pequeño Comercio
190616;Offline;1479572.79;12479;Alojamiento
190616;Online;6242.09;109;Peluquería y Barbería
190616;Online;25437.12;635;Combustible y Recarga
190616;Online;17859.69;702;Restaurantes y Cafeterías
190616;Online;27068.54;1572;Gaming
190616;Offline;2125315.98;105688;Supermercados y Pequeño Comercio
190616;Offline;185761.67;9428;Farmacias, Ópticas y Ortopedias
190616;Offline;83900.66;4453;Tabaco, Alcohol y Otros
190616;Offline;269117.44;14716;Bar y Discotecas
190616;Offline;30544.30;837;Peluquería y Barbería
190616;Online;1708.42;54;Bar y Discotecas
190616;Online;36983.04;611;Farmacias, Ópticas y Ortopedias
190616;Online;35860.42;342;Bricolaje y Jardinería
190616;Offline;233829.89;4743;Bricolaje y Jardinería
190617;Offline;30356.58;2749;Contenidos digitales y media
190617;Online;113625.22;943;Mantenimiento y Reparaciones Auto
190617;Online;728597.51;3246;Alojamiento
190617;Online;118244.50;977;Bricolaje y Jardinería
190617;Online;20710.28;1856;Contenidos digitales y media
190617;Offline;1547107.79;9273;Mantenimiento y Reparaciones Auto
190617;Online;27412.01;1336;Gaming
190617;Online;3148.92;84;Bar y Discotecas
190617;Online;46516.48;761;Combustible y Recarga
190617;Offline;9981050.48;361969;Supermercados y Pequeño Comercio
190617;Offline;1090209.22;8332;Alojamiento
190617;Offline;940674.42;38263;Farmacias, Ópticas y Ortopedias
190617;Offline;3102523.60;87578;Combustible y Recarga
190617;Offline;1603039.80;24675;Bricolaje y Jardinería
190617;Offline;59074.54;2499;Gaming
190617;Online;1915210.06;47676;Supermercados y Pequeño Comercio
190617;Online;66429.89;1002;Farmacias, Ópticas y Ortopedias
190617;Offline;55255.50;2216;Bar y Discotecas
190617;Offline;503344.54;24128;Tabaco, Alcohol y Otros
190617;Offline;551453.86;12963;Peluquería y Barbería
190617;Online;1841.25;24;Tabaco, Alcohol y Otros
190617;Online;14617.98;186;Peluquería y Barbería
190617;Online;22435.38;632;Restaurantes y Cafeterías
190617;Offline;2506512.16;130732;Restaurantes y Cafeterías
190618;Online;18523.40;1801;Contenidos digitales y media
190618;Online;111026.36;876;Mantenimiento y Reparaciones Auto
190618;Online;770519.74;3401;Alojamiento
190618;Online;2696.53;14;Tabaco, Alcohol y Otros
190618;Offline;30910.88;2782;Contenidos digitales y media
190618;Offline;1685530.11;9587;Mantenimiento y Reparaciones Auto
190618;Online;19212.10;1137;Gaming
190618;Offline;421508.32;20428;Tabaco, Alcohol y Otros
190618;Offline;2961357.86;85027;Combustible y Recarga
190618;Offline;9009522.41;339095;Supermercados y Pequeño Comercio
190618;Offline;950688.01;8618;Alojamiento
190618;Offline;863236.03;20393;Peluquería y Barbería
190618;Online;36053.59;701;Combustible y Recarga
190618;Online;21454.62;721;Restaurantes y Cafeterías
190618;Offline;44479.88;2181;Gaming
190618;Online;1643602.81;41285;Supermercados y Pequeño Comercio
190618;Online;15252.62;177;Peluquería y Barbería
190618;Offline;3048387.33;145234;Restaurantes y Cafeterías
190618;Online;101358.90;1037;Bricolaje y Jardinería
190618;Online;56420.16;902;Farmacias, Ópticas y Ortopedias
190618;Offline;1513283.07;22883;Bricolaje y Jardinería
190618;Offline;925005.26;36476;Farmacias, Ópticas y Ortopedias
190618;Offline;49363.22;1974;Bar y Discotecas
190618;Online;4571.87;79;Bar y Discotecas
190619;Offline;31064.75;2675;Contenidos digitales y media
190619;Online;101598.47;897;Mantenimiento y Reparaciones Auto
190619;Offline;52724.96;2704;Gaming
190619;Offline;63714.81;2450;Bar y Discotecas
190619;Online;18589.25;1737;Contenidos digitales y media
190619;Offline;1754731.19;9679;Mantenimiento y Reparaciones Auto
190619;Offline;1117245.10;9741;Alojamiento
190619;Offline;1466501.14;22916;Bricolaje y Jardinería
190619;Online;36859.72;740;Combustible y Recarga
190619;Online;1524454.29;39116;Supermercados y Pequeño Comercio
190619;Online;760717.00;3375;Alojamiento
190619;Offline;920813.38;22322;Peluquería y Barbería
190619;Offline;3009002.41;86365;Combustible y Recarga
190619;Online;105275.90;896;Bricolaje y Jardinería
190619;Online;18767.94;1158;Gaming
190619;Offline;9052437.61;331547;Supermercados y Pequeño Comercio
190619;Offline;890530.22;35562;Farmacias, Ópticas y Ortopedias
190619;Online;6304.45;109;Bar y Discotecas
190619;Online;23111.62;736;Restaurantes y Cafeterías
190619;Online;15620.38;170;Peluquería y Barbería
190619;Offline;3352609.96;156999;Restaurantes y Cafeterías
190619;Online;57190.67;862;Farmacias, Ópticas y Ortopedias
190619;Offline;403556.81;20336;Tabaco, Alcohol y Otros
190619;Online;2419.54;22;Tabaco, Alcohol y Otros
190620;Offline;28860.76;2464;Contenidos digitales y media
190620;Offline;1837203.82;9791;Mantenimiento y Reparaciones Auto
190620;Offline;49534.50;2549;Gaming
190620;Online;29855.25;740;Restaurantes y Cafeterías
190620;Online;19513.81;1707;Contenidos digitales y media
190620;Online;92879.18;722;Mantenimiento y Reparaciones Auto
190620;Offline;1201140.33;9886;Alojamiento
190620;Offline;435376.11;20921;Tabaco, Alcohol y Otros
190620;Online;34036.39;747;Combustible y Recarga
190620;Online;1384041.58;34568;Supermercados y Pequeño Comercio
190620;Online;21112.10;1239;Gaming
190620;Online;11133.73;133;Peluquería y Barbería
190620;Offline;3170018.97;88655;Combustible y Recarga
190620;Offline;3745704.31;169350;Restaurantes y Cafeterías
190620;Online;723371.25;3147;Alojamiento
190620;Offline;9438113.28;336078;Supermercados y Pequeño Comercio
190620;Online;48509.02;729;Farmacias, Ópticas y Ortopedias
190620;Online;1177.10;12;Tabaco, Alcohol y Otros
190620;Offline;1389113.22;22048;Bricolaje y Jardinería
190620;Offline;865277.77;34221;Farmacias, Ópticas y Ortopedias
190620;Online;4482.94;113;Bar y Discotecas
190620;Offline;996142.43;24422;Peluquería y Barbería
190620;Offline;72071.44;2903;Bar y Discotecas
190620;Online;82435.34;721;Bricolaje y Jardinería
190621;Offline;31449.64;2285;Contenidos digitales y media
190621;Online;63369.28;576;Mantenimiento y Reparaciones Auto
190621;Offline;1642811.78;12241;Alojamiento
190621;Offline;1490619.87;23358;Bricolaje y Jardinería
190621;Online;19423.69;1841;Contenidos digitales y media
190621;Offline;2169294.06;10929;Mantenimiento y Reparaciones Auto
190621;Offline;72281.75;2872;Gaming
190621;Online;101183.61;739;Bricolaje y Jardinería
190621;Offline;3675725.25;101112;Combustible y Recarga
190621;Online;1122996.62;27435;Supermercados y Pequeño Comercio
190621;Online;703980.44;3105;Alojamiento
190621;Offline;898368.41;35756;Farmacias, Ópticas y Ortopedias
190621;Online;41637.19;937;Combustible y Recarga
190621;Offline;107764.15;4723;Bar y Discotecas
190621;Online;23497.72;1323;Gaming
190621;Offline;12316064.68;387092;Supermercados y Pequeño Comercio
190621;Online;38953.54;592;Farmacias, Ópticas y Ortopedias
190621;Online;3275.80;74;Bar y Discotecas
190621;Offline;4751735.42;191557;Restaurantes y Cafeterías
190621;Offline;1108545.94;28165;Peluquería y Barbería
190621;Online;26379.82;777;Restaurantes y Cafeterías
190621;Online;7995.80;135;Peluquería y Barbería
190621;Online;1729.03;13;Tabaco, Alcohol y Otros
190621;Offline;511979.56;24017;Tabaco, Alcohol y Otros
190622;Online;17598.74;1802;Contenidos digitales y media
190622;Offline;445451.39;4088;Mantenimiento y Reparaciones Auto
190622;Online;504598.88;2380;Alojamiento
190622;Offline;6045118.60;176723;Restaurantes y Cafeterías
190622;Offline;26990.65;2389;Contenidos digitales y media
190622;Online;39153.84;364;Mantenimiento y Reparaciones Auto
190622;Offline;67994.31;2749;Gaming
190622;Online;16399.66;591;Restaurantes y Cafeterías
190622;Offline;2905358.12;86761;Combustible y Recarga
190622;Online;730545.72;20309;Supermercados y Pequeño Comercio
190622;Offline;1819717.29;14224;Alojamiento
190622;Offline;687544.61;17933;Peluquería y Barbería
190622;Online;28040.27;665;Combustible y Recarga
190622;Online;331.55;5;Tabaco, Alcohol y Otros
190622;Online;23021.00;1417;Gaming
190622;Offline;16355780.26;478047;Supermercados y Pequeño Comercio
190622;Online;4109.51;68;Peluquería y Barbería
190622;Offline;429002.71;19111;Tabaco, Alcohol y Otros
190622;Offline;202971.95;10377;Bar y Discotecas
190622;Offline;675714.21;28421;Farmacias, Ópticas y Ortopedias
190622;Online;4449.05;98;Bar y Discotecas
190622;Online;22186.91;375;Farmacias, Ópticas y Ortopedias
190622;Online;62624.14;636;Bricolaje y Jardinería
190622;Offline;1544012.42;26629;Bricolaje y Jardinería
190623;Online;17287.67;1939;Contenidos digitales y media
190623;Offline;33368.80;392;Mantenimiento y Reparaciones Auto
190623;Online;467556.69;2237;Alojamiento
190623;Offline;213366.03;11613;Bar y Discotecas
190623;Offline;28177.90;2562;Contenidos digitales y media
190623;Online;28649.25;362;Mantenimiento y Reparaciones Auto
190623;Offline;32728.69;1706;Gaming
190623;Offline;288371.46;5576;Bricolaje y Jardinería
190623;Online;24416.85;630;Combustible y Recarga
190623;Offline;3615397.36;153613;Supermercados y Pequeño Comercio
190623;Online;19591.31;1209;Gaming
190623;Offline;206500.15;10247;Farmacias, Ópticas y Ortopedias
190623;Offline;2354161.16;74226;Combustible y Recarga
190623;Online;30197.09;248;Bricolaje y Jardinería
190623;Offline;1720768.97;14849;Alojamiento
190623;Online;622362.83;19062;Supermercados y Pequeño Comercio
190623;Online;4925.15;81;Peluquería y Barbería
190623;Online;3191.09;76;Bar y Discotecas
190623;Offline;5442840.34;152765;Restaurantes y Cafeterías
190623;Offline;37948.56;940;Peluquería y Barbería
190623;Offline;101951.55;5395;Tabaco, Alcohol y Otros
190623;Online;26762.96;462;Farmacias, Ópticas y Ortopedias
190623;Online;678.88;9;Tabaco, Alcohol y Otros
190623;Online;17114.43;580;Restaurantes y Cafeterías
190624;Online;17725.93;1808;Contenidos digitales y media
190624;Offline;561571.32;3407;Mantenimiento y Reparaciones Auto
190624;Offline;44928.53;2090;Gaming
190624;Offline;4119235.67;131604;Restaurantes y Cafeterías
190624;Offline;29235.99;2632;Contenidos digitales y media
190624;Online;64562.04;630;Mantenimiento y Reparaciones Auto
190624;Offline;2106048.07;14576;Alojamiento
190624;Offline;204815.93;9328;Tabaco, Alcohol y Otros
190624;Online;30130.31;699;Combustible y Recarga
190624;Online;1225815.84;32685;Supermercados y Pequeño Comercio
190624;Online;23073.69;1292;Gaming
190624;Online;53173.35;815;Farmacias, Ópticas y Ortopedias
190624;Offline;2677103.91;78490;Combustible y Recarga
190624;Online;491.62;8;Tabaco, Alcohol y Otros
190624;Online;644639.51;2877;Alojamiento
190624;Offline;4791785.73;184940;Supermercados y Pequeño Comercio
190624;Offline;459415.15;18814;Farmacias, Ópticas y Ortopedias
190624;Online;23070.32;655;Restaurantes y Cafeterías
190624;Online;81161.13;659;Bricolaje y Jardinería
190624;Offline;225315.80;5223;Peluquería y Barbería
190624;Offline;137882.81;6479;Bar y Discotecas
190624;Online;13300.08;160;Peluquería y Barbería
190624;Online;3861.65;67;Bar y Discotecas
190624;Offline;739875.67;10621;Bricolaje y Jardinería
190625;Online;19554.14;1897;Contenidos digitales y media
190625;Online;107214.11;856;Mantenimiento y Reparaciones Auto
190625;Online;769171.41;3222;Alojamiento
190625;Offline;1650625.08;25183;Bricolaje y Jardinería
190625;Offline;30717.98;2709;Contenidos digitales y media
190625;Offline;1571047.34;9445;Mantenimiento y Reparaciones Auto
190625;Offline;67368.08;3019;Gaming
190625;Offline;61595.06;2172;Bar y Discotecas
190625;Offline;3129573.18;89623;Combustible y Recarga
190625;Offline;11089098.57;376633;Supermercados y Pequeño Comercio
190625;Online;25424.41;1532;Gaming
190625;Online;62078.34;998;Farmacias, Ópticas y Ortopedias
190625;Online;38183.94;770;Combustible y Recarga
190625;Online;5458.99;66;Bar y Discotecas
190625;Offline;1288814.69;9774;Alojamiento
190625;Online;1836435.21;46799;Supermercados y Pequeño Comercio
190625;Offline;1005560.49;38615;Farmacias, Ópticas y Ortopedias
190625;Online;108599.97;896;Bricolaje y Jardinería
190625;Offline;576426.62;25739;Tabaco, Alcohol y Otros
190625;Offline;806506.62;18656;Peluquería y Barbería
190625;Online;1237.83;16;Tabaco, Alcohol y Otros
190625;Online;12993.78;164;Peluquería y Barbería
190625;Online;23140.57;723;Restaurantes y Cafeterías
190625;Offline;3173603.34;142424;Restaurantes y Cafeterías
190626;Online;19821.87;1991;Contenidos digitales y media
190626;Online;90084.04;786;Mantenimiento y Reparaciones Auto
190626;Offline;1232570.28;10266;Alojamiento
190626;Offline;430479.94;20262;Tabaco, Alcohol y Otros
190626;Offline;29463.79;2679;Contenidos digitales y media
190626;Offline;1799996.62;10123;Mantenimiento y Reparaciones Auto
190626;Online;32578.68;1830;Gaming
190626;Online;2855.04;17;Tabaco, Alcohol y Otros
190626;Online;34282.81;744;Combustible y Recarga
190626;Offline;9864286.96;343702;Supermercados y Pequeño Comercio
190626;Offline;60380.00;3371;Gaming
190626;Offline;960827.20;36937;Farmacias, Ópticas y Ortopedias
190626;Offline;3138332.12;89507;Combustible y Recarga
190626;Offline;3508202.79;155546;Restaurantes y Cafeterías
190626;Online;689106.52;3162;Alojamiento
190626;Online;1650667.63;42034;Supermercados y Pequeño Comercio
190626;Online;67837.94;999;Farmacias, Ópticas y Ortopedias
190626;Online;61117.15;753;Restaurantes y Cafeterías
190626;Offline;1459455.98;22822;Bricolaje y Jardinería
190626;Offline;911090.20;21269;Peluquería y Barbería
190626;Online;3794.87;99;Bar y Discotecas
190626;Online;13874.05;168;Peluquería y Barbería
190626;Offline;66023.59;2335;Bar y Discotecas
190626;Online;102031.29;847;Bricolaje y Jardinería
190627;Online;19732.61;1918;Contenidos digitales y media
190627;Offline;1971598.05;10614;Mantenimiento y Reparaciones Auto
190627;Online;716693.10;3091;Alojamiento
190627;Online;6428.16;114;Bar y Discotecas
190627;Offline;33993.16;3504;Contenidos digitales y media
190627;Online;94763.21;770;Mantenimiento y Reparaciones Auto
190627;Online;36219.98;2359;Gaming
190627;Offline;79885.43;3088;Bar y Discotecas
190627;Online;35718.47;770;Combustible y Recarga
190627;Online;1645964.58;41134;Supermercados y Pequeño Comercio
190627;Offline;1310692.87;10995;Alojamiento
190627;Offline;986907.89;23682;Peluquería y Barbería
190627;Offline;3277086.88;92886;Combustible y Recarga
190627;Online;293161.33;1886;Bricolaje y Jardinería
190627;Offline;69518.26;4040;Gaming
